"","ID","GALGAL","GOterm","fullgo"
"1257","GALGAL_R01405","GALGAL_R01405",2,"GO:0005200; structural constituent of cytoskeleton; function GO:0005882; intermediate filament; component                NA"
"1258","GALGAL_R01406","GALGAL_R01406",2,"GO:0005200; structural constituent of cytoskeleton; function GO:0005882; intermediate filament; component                NA"
"1259","GALGAL_R01407","GALGAL_R01407",2,"GO:0005200; structural constituent of cytoskeleton; function GO:0005882; intermediate filament; component                NA"
"1260","GALGAL_R01408",NA,NA,"                 NA"
"1261","GALGAL_R01409","GALGAL_R01409",8,"GO:0005509; calcium ion binding; function GO:0008017; microtubule binding; function GO:0008270; zinc ion binding; function GO:0035662; Toll-like receptor 4 binding; function GO:0045087; innate immune response; process GO:0050544; arachidonic acid binding; function GO:0050727; regulation of inflammatory response; process GO:0050786; RAGE receptor binding; function          NA"
"1262","GALGAL_R01410","GALGAL_R01410",1,"GO:0003676; nucleic acid binding; function                 NA"
"1263","GALGAL_R01412","GALGAL_R01412",2,"GO:0005200; structural constituent of cytoskeleton; function GO:0005882; intermediate filament; component                NA"
"1264","GALGAL_R01413","GALGAL_R01413",2,"GO:0005200; structural constituent of cytoskeleton; function GO:0005882; intermediate filament; component                NA"
"1265","GALGAL_R01414","GALGAL_R01414",4,"GO:0006954; inflammatory response; process GO:0016021; integral component of membrane; component GO:0019956; chemokine binding; function GO:0070098; chemokine-mediated signaling pathway; process              NA"
"1266","GALGAL_R01415","GALGAL_R01415",1,"GO:0005509; calcium ion binding; function                 NA"
"1267","GALGAL_R01416","GALGAL_R01416",1,"GO:0005509; calcium ion binding; function                 NA"
"1268","GALGAL_R01417","GALGAL_R01417",1,"GO:0005509; calcium ion binding; function                 NA"
"1269","GALGAL_R01418",NA,NA,"                 NA"
"1270","GALGAL_R01419","GALGAL_R01419",1,"GO:0005515; protein binding; function                 NA"
"1271","GALGAL_R01420","GALGAL_R01420",1,"GO:0046983; protein dimerization activity; function                 NA"
"1272","GALGAL_R01421","GALGAL_R01421",2,"GO:0005200; structural constituent of cytoskeleton; function GO:0005882; intermediate filament; component                NA"
"1273","GALGAL_R01422","GALGAL_R01422",2,"GO:0006511; ubiquitin-dependent protein catabolic process; process GO:0008540; proteasome regulatory particle, base subcomplex; component                NA"
"1274","GALGAL_R01424",NA,NA,"                 NA"
"1275","GALGAL_R01425","GALGAL_R01425",6,"GO:0003677; DNA binding; function GO:0005515; protein binding; function GO:0005634; nucleus; component GO:0008270; zinc ion binding; function GO:0018024; histone-lysine N-methyltransferase activity; function GO:0034968; histone lysine methylation; process            NA"
"1276","GALGAL_R01427",NA,NA,"                 NA"
"1277","GALGAL_R01428",NA,NA,"                 NA"
"1278","GALGAL_R01429","GALGAL_R01429",5,"GO:0004725; protein tyrosine phosphatase activity; function GO:0006470; protein dephosphorylation; process GO:0008138; protein tyrosine/serine/threonine phosphatase activity; function GO:0016311; dephosphorylation; process GO:0016791; phosphatase activity; function             NA"
"1279","GALGAL_R01430","GALGAL_R01430",1,"GO:0005509; calcium ion binding; function                 NA"
"1280","GALGAL_R01431","GALGAL_R01431",3,"GO:0003700; DNA binding transcription factor activity; function GO:0006355; regulation of transcription, DNA-templated; process GO:0043565; sequence-specific DNA binding; function               NA"
"1281","GALGAL_R01432","GALGAL_R01432",1,"GO:0008380; RNA splicing; process                 NA"
"1282","GALGAL_R01434",NA,NA,"                 NA"
"1283","GALGAL_R01435","GALGAL_R01435",1,"GO:0005515; protein binding; function                 NA"
"1284","GALGAL_R01437","GALGAL_R01437",5,"GO:0001972; retinoic acid binding; function GO:0005634; nucleus; component GO:0005737; cytoplasm; component GO:0008289; lipid binding; function GO:0048385; regulation of retinoic acid receptor signaling pathway; process             NA"
"1285","GALGAL_R01438","GALGAL_R01438",1,"GO:0003676; nucleic acid binding; function                 NA"
"1286","GALGAL_R01440","GALGAL_R01440",2,"GO:0005200; structural constituent of cytoskeleton; function GO:0005882; intermediate filament; component                NA"
"1287","GALGAL_R01441","GALGAL_R01441",2,"GO:0004089; carbonate dehydratase activity; function GO:0008270; zinc ion binding; function                NA"
"1288","GALGAL_R01442","GALGAL_R01442",2,"GO:0005200; structural constituent of cytoskeleton; function GO:0005882; intermediate filament; component                NA"
"1289","GALGAL_R01443","GALGAL_R01443",2,"GO:0005200; structural constituent of cytoskeleton; function GO:0005882; intermediate filament; component                NA"
"1290","GALGAL_R01444","GALGAL_R01444",1,"GO:0042981; regulation of apoptotic process; process                 NA"
"1291","GALGAL_R01445","GALGAL_R01445",2,"GO:0003824; catalytic activity; function GO:0008152; metabolic process; process                NA"
"1292","GALGAL_R01448","GALGAL_R01448",1,"GO:0008299; isoprenoid biosynthetic process; process                 NA"
"1293","GALGAL_R01449","GALGAL_R01449",3,"GO:0006457; protein folding; process GO:0016272; prefoldin complex; component GO:0051082; unfolded protein binding; function               NA"
"1294","GALGAL_R01450","GALGAL_R01450",2,"GO:0007049; cell cycle; process GO:0016538; cyclin-dependent protein serine/threonine kinase regulator activity; function                NA"
"1295","GALGAL_R01451","GALGAL_R01451",3,"GO:0005085; guanyl-nucleotide exchange factor activity; function GO:0032008; positive regulation of TOR signaling; process GO:0032947; protein-containing complex scaffold activity; function               NA"
"1296","GALGAL_R01452",NA,NA,"                 NA"
"1297","GALGAL_R01453",NA,NA,"                 NA"
"1298","GALGAL_R01454","GALGAL_R01454",8,"GO:0004888; transmembrane signaling receptor activity; function GO:0005216; ion channel activity; function GO:0005230; extracellular ligand-gated ion channel activity; function GO:0006811; ion transport; process GO:0016021; integral component of membrane; component GO:0022848; acetylcholine-gated cation-selective channel activity; function GO:0034220; ion transmembrane transport; process GO:0045211; postsynaptic membrane; component          NA"
"1299","GALGAL_R01455","GALGAL_R01455",2,"GO:0005200; structural constituent of cytoskeleton; function GO:0005882; intermediate filament; component                NA"
"1300","GALGAL_R01456","GALGAL_R01456",2,"GO:0005200; structural constituent of cytoskeleton; function GO:0005882; intermediate filament; component                NA"
"1301","GALGAL_R01457","GALGAL_R01457",2,"GO:0005200; structural constituent of cytoskeleton; function GO:0005882; intermediate filament; component                NA"
"1302","GALGAL_R01458","GALGAL_R01458",2,"GO:0005200; structural constituent of cytoskeleton; function GO:0005882; intermediate filament; component                NA"
"1303","GALGAL_R01459","GALGAL_R01459",2,"GO:0007275; multicellular organism development; process GO:0016021; integral component of membrane; component                NA"
"1304","GALGAL_R01460","GALGAL_R01460",1,"GO:0003676; nucleic acid binding; function                 NA"
"1305","GALGAL_R01461",NA,NA,"                 NA"
"1306","GALGAL_R01464","GALGAL_R01464",1,"GO:0000175; 3'-5'-exoribonuclease activity; function                 NA"
"1307","GALGAL_R01465","GALGAL_R01465",4,"GO:0003735; structural constituent of ribosome; function GO:0005622; intracellular; component GO:0005840; ribosome; component GO:0006412; translation; process              NA"
"1308","GALGAL_R01466",NA,NA,"                 NA"
"1309","GALGAL_R01468","GALGAL_R01468",1,"GO:0005515; protein binding; function                 NA"
"1310","GALGAL_R01469","GALGAL_R01469",1,"GO:0016020; membrane; component                 NA"
"1311","GALGAL_R01470",NA,NA,"                 NA"
"1312","GALGAL_R01471","GALGAL_R01471",2,"GO:0005200; structural constituent of cytoskeleton; function GO:0005882; intermediate filament; component                NA"
"1313","GALGAL_R01472","GALGAL_R01472",2,"GO:0005200; structural constituent of cytoskeleton; function GO:0005882; intermediate filament; component                NA"
"1314","GALGAL_R01473","GALGAL_R01473",2,"GO:0005200; structural constituent of cytoskeleton; function GO:0005882; intermediate filament; component                NA"
"1315","GALGAL_R01480",NA,NA,"                 NA"
"1316","GALGAL_R01481","GALGAL_R01481",4,"GO:0005515; protein binding; function GO:0005777; peroxisome; component GO:0016021; integral component of membrane; component GO:0016560; protein import into peroxisome matrix, docking; process              NA"
"1317","GALGAL_R01482","GALGAL_R01482",5,"GO:0003723; RNA binding; function GO:0004652; polynucleotide adenylyltransferase activity; function GO:0005634; nucleus; component GO:0016779; nucleotidyltransferase activity; function GO:0043631; RNA polyadenylation; process             NA"
"1318","GALGAL_R01483",NA,NA,"                 NA"
"1319","GALGAL_R01484","GALGAL_R01484",3,"GO:0004672; protein kinase activity; function GO:0005524; ATP binding; function GO:0006468; protein phosphorylation; process               NA"
"1320","GALGAL_R01485",NA,NA,"                 NA"
"1321","GALGAL_R01486","GALGAL_R01486",1,"GO:0005515; protein binding; function                 NA"
"1322","GALGAL_R01487","GALGAL_R01487",4,"GO:0004672; protein kinase activity; function GO:0005524; ATP binding; function GO:0006468; protein phosphorylation; process GO:0007094; mitotic spindle assembly checkpoint; process              NA"
"1323","GALGAL_R01488","GALGAL_R01488",5,"GO:0004672; protein kinase activity; function GO:0004713; protein tyrosine kinase activity; function GO:0005515; protein binding; function GO:0005524; ATP binding; function GO:0006468; protein phosphorylation; process             NA"
"1324","GALGAL_R01489","GALGAL_R01489",1,"GO:0005509; calcium ion binding; function                 NA"
"1325","GALGAL_R01490","GALGAL_R01490",3,"GO:0004888; transmembrane signaling receptor activity; function GO:0005509; calcium ion binding; function GO:0016021; integral component of membrane; component               NA"
"1326","GALGAL_R01491","GALGAL_R01491",4,"GO:0005096; GTPase activator activity; function GO:0005634; nucleus; component GO:0043547; positive regulation of GTPase activity; process GO:0051056; regulation of small GTPase mediated signal transduction; process              NA"
"1327","GALGAL_R01492","GALGAL_R01492",5,"GO:0005886; plasma membrane; component GO:0006811; ion transport; process GO:0008273; calcium, potassium:sodium antiporter activity; function GO:0016021; integral component of membrane; component GO:0055085; transmembrane transport; process             NA"
"1328","GALGAL_R01493","GALGAL_R01493",1,"GO:0007165; signal transduction; process                 NA"
"1329","GALGAL_R01494","GALGAL_R01494",6,"GO:0005432; calcium:sodium antiporter activity; function GO:0006816; calcium ion transport; process GO:0007154; cell communication; process GO:0016020; membrane; component GO:0016021; integral component of membrane; component GO:0055085; transmembrane transport; process            NA"
"1330","GALGAL_R01495",NA,NA,"                 NA"
"1331","GALGAL_R01496","GALGAL_R01496",5,"GO:0003677; DNA binding; function GO:0003899; DNA-directed 5'-3' RNA polymerase activity; function GO:0005634; nucleus; component GO:0006351; transcription, DNA-templated; process GO:0032549; ribonucleoside binding; function             NA"
"1332","GALGAL_R01497","GALGAL_R01497",1,"GO:0004869; cysteine-type endopeptidase inhibitor activity; function                 NA"
"1333","GALGAL_R01498","GALGAL_R01498",1,"GO:0005515; protein binding; function                 NA"
"1334","GALGAL_R01499","GALGAL_R01499",1,"GO:0005515; protein binding; function                 NA"
"1335","GALGAL_R01500",NA,NA,"                 NA"
"1336","GALGAL_R01501",NA,NA,"                 NA"
"1337","GALGAL_R01502",NA,NA,"                 NA"
"1338","GALGAL_R01503","GALGAL_R01503",2,"GO:0015293; symporter activity; function GO:0016021; integral component of membrane; component                NA"
"1339","GALGAL_R01504","GALGAL_R01504",3,"GO:0005524; ATP binding; function GO:0006457; protein folding; process GO:0051082; unfolded protein binding; function               NA"
"1340","GALGAL_R01505","GALGAL_R01505",1,"GO:0005515; protein binding; function                 NA"
"1341","GALGAL_R01506","GALGAL_R01506",2,"GO:0016491; oxidoreductase activity; function GO:0055114; oxidation-reduction process; process                NA"
"1342","GALGAL_R01507","GALGAL_R01507",2,"GO:0008152; metabolic process; process GO:0070569; uridylyltransferase activity; function                NA"
